#,Shipment_ID,Molecule Name,HS Code,Formulation,Exporter Country,Importer Country,Shipment Month,Volume (KG),Unit Value (USD/KG),Total Value (USD),Trade Type,Mode of Transport,Port of Loading,Port of Discharge,Incoterm,Manufacturer,Customs Status,Data Source Tag
125,EXIM-640659,Atorvastatin,3004.90,Oral Tablet,South Korea,Germany,Oct-24,9504.4,755.24,"7,178,103.06",Re-export,Rail,Incheon,Frankfurt Air,DDP,Hetero,Cleared,EXIM_MOCK_v1
126,EXIM-991401,Atorvastatin,3004.90,Oral Tablet,Italy,Brazil,Dec-24,14048.2,446.04,"6,266,059.13",Re-export,Rail,Genoa,Sao Paulo GRU,EXW,Dr. Reddy's,Cleared,EXIM_MOCK_v1
127,EXIM-673896,Atorvastatin,3004.90,Oral Tablet,USA,Switzerland,Sep-24,5995.9,1161.91,"6,966,696.17",Re-export,Sea,New York JFK,Zurich,DDP,Teva,Released with Bond,EXIM_MOCK_v1
128,EXIM-230272,Atorvastatin,3004.90,Oral Tablet,Australia,Germany,Oct-24,12793.7,947.02,"12,115,889.77",Re-export,Air,Melbourne,Hamburg,FOB,Hetero,Cleared,EXIM_MOCK_v1
129,EXIM-387330,Atorvastatin,3004.90,Oral Tablet,Mexico,Switzerland,Mar-24,6647.2,5.81,"38,620.23",Re-export,Rail,Veracruz,Geneva,CIF,Hetero,Under Review,EXIM_MOCK_v1
130,EXIM-550081,Atorvastatin,3004.90,Oral Tablet,USA,Italy,Jun-24,3793.3,449.35,"1,704,519.36",Re-export,Sea,New York JFK,Milan Malpensa,FOB,Hetero,Cleared,EXIM_MOCK_v1
131,EXIM-108454,Atorvastatin,3004.90,Oral Tablet,France,USA,Dec-24,1473,260.04,"383,038.92",Re-export,Air,Marseille,Los Angeles,CIF,Lupin,Under Review,EXIM_MOCK_v1
132,EXIM-866260,Atorvastatin,3004.90,Oral Tablet,Italy,UK,Feb-25,1852.9,1033.11,"1,914,249.52",Re-export,Sea,Genoa,Heathrow,DDP,Aurobindo,Cleared,EXIM_MOCK_v1
133,EXIM-656278,Atorvastatin,3004.90,Oral Tablet,Netherlands,USA,Feb-24,4734.6,1057.78,"5,008,165.19",Re-export,Sea,Rotterdam,Los Angeles,DDP,Hetero,Under Review,EXIM_MOCK_v1
134,EXIM-190898,Atorvastatin,3004.90,Oral Tablet,Australia,India,Oct-24,9767.8,530.92,"5,185,920.38",Import,Sea,Melbourne,JNPT Mumbai,CPT,Sandoz,Under Review,EXIM_MOCK_v1
135,EXIM-390421,Atorvastatin,3004.90,Oral Tablet,Mexico,USA,Mar-24,11299.1,709.54,"8,017,163.41",Re-export,Rail,Mexico City,Los Angeles,EXW,Teva,Cleared,EXIM_MOCK_v1
136,EXIM-642899,Atorvastatin,3004.90,Oral Tablet,France,USA,Apr-24,8323.3,722.01,"6,009,505.83",Re-export,Courier,Marseille,Los Angeles,EXW,Hetero,Cleared,EXIM_MOCK_v1
137,EXIM-623850,Atorvastatin,3004.90,Oral Tablet,Australia,Canada,Apr-24,11230.3,358.17,"4,022,356.55",Re-export,Air,Sydney,Toronto Pearson,CIF,Sandoz,Cleared,EXIM_MOCK_v1
138,EXIM-672896,Rituximab,3002.13,IV Infusion,Australia,USA,Sep-24,13336.4,19.42,"258,992.89",Re-export,Road,Melbourne,New York JFK,EXW,Sandoz,Under Review,EXIM_MOCK_v1
139,EXIM-141761,Rituximab,3002.13,IV Infusion,France,Germany,Jan-25,7091.7,1184.9,"8,402,955.33",Re-export,Air,Marseille,Hamburg,FOB,Sun Pharma,Cleared,EXIM_MOCK_v1
140,EXIM-662628,Rituximab,3002.13,IV Infusion,Mexico,India,Jan-25,5999.7,347.35,"2,083,995.80",Import,Courier,Mexico City,Delhi Air,DDP,Sandoz,Cleared,EXIM_MOCK_v1
141,EXIM-714923,Rituximab,3002.13,IV Infusion,Canada,France,Mar-24,4198.1,375.34,"1,575,714.85",Re-export,Courier,Vancouver,Marseille,CIF,Lupin,Under Review,EXIM_MOCK_v1
142,EXIM-190400,Rituximab,3002.13,IV Infusion,France,Switzerland,Feb-25,9765.1,773.57,"7,553,988.41",Re-export,Road,CDG Paris,Geneva,CPT,Aurobindo,Cleared,EXIM_MOCK_v1
143,EXIM-835575,Rituximab,3002.13,IV Infusion,Mexico,Japan,Feb-24,6827.9,732.55,"5,001,778.14",Re-export,Road,Mexico City,Tokyo Narita,CPT,Dr. Reddy's,Under Review,EXIM_MOCK_v1
144,EXIM-868538,Rituximab,3002.13,IV Infusion,India,China,Aug-24,14297.6,629.99,"9,007,345.02",Export,Road,Delhi Air,Shenzhen,CIF,Cipla,Released with Bond,EXIM_MOCK_v1
145,EXIM-577309,Rituximab,3002.13,IV Infusion,Mexico,USA,Jan-25,13503.5,405.34,"5,473,508.69",Re-export,Rail,Mexico City,New York JFK,EXW,Mylan,Cleared,EXIM_MOCK_v1
146,EXIM-876764,Rituximab,3002.13,IV Infusion,Canada,UK,Jan-24,7519.2,682.43,"5,131,327.66",Re-export,Road,Toronto Pearson,Heathrow,CIF,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
147,EXIM-999138,Rituximab,3002.13,IV Infusion,Canada,India,Jan-24,12887.4,19.68,"253,624.03",Import,Air,Toronto Pearson,JNPT Mumbai,DDP,Sandoz,Released with Bond,EXIM_MOCK_v1
148,EXIM-384434,Rituximab,3002.13,IV Infusion,India,Australia,Jan-25,13713.5,890.1,"12,206,386.35",Export,Rail,Chennai Sea,Melbourne,CIF,Aurobindo,Released with Bond,EXIM_MOCK_v1
149,EXIM-172274,Rituximab,3002.13,IV Infusion,Switzerland,USA,Oct-24,5623.5,604.94,"3,401,880.09",Re-export,Air,Geneva,New York JFK,CIF,Lupin,Under Review,EXIM_MOCK_v1
150,EXIM-405759,Rituximab,3002.13,IV Infusion,Mexico,South Korea,Feb-25,4270.5,1014.59,"4,332,806.59",Re-export,Road,Veracruz,Incheon,FOB,Sun Pharma,Cleared,EXIM_MOCK_v1
151,EXIM-106687,Rituximab,3002.13,IV Infusion,Australia,Switzerland,May-24,11106.7,294.89,"3,275,254.76",Re-export,Road,Sydney,Geneva,DAP,Aurobindo,Cleared,EXIM_MOCK_v1
152,EXIM-208998,Rituximab,3002.13,IV Infusion,Mexico,Japan,Jan-24,3533.3,418.98,"1,480,382.03",Re-export,Air,Veracruz,Osaka Kobe,EXW,Hetero,Cleared,EXIM_MOCK_v1
153,EXIM-986575,Rituximab,3002.13,IV Infusion,China,Australia,Apr-24,6326.2,1153.62,"7,298,030.84",Re-export,Sea,Shanghai,Sydney,CPT,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
154,EXIM-178465,Rituximab,3002.13,IV Infusion,Canada,Japan,Dec-24,13438.9,552.86,"7,429,830.25",Re-export,Air,Toronto Pearson,Osaka Kobe,DAP,Lupin,Cleared,EXIM_MOCK_v1
155,EXIM-433507,Rituximab,3002.13,IV Infusion,Australia,France,Jan-24,6553,1157.24,"7,583,393.72",Re-export,Sea,Melbourne,Marseille,EXW,Teva,Released with Bond,EXIM_MOCK_v1
156,EXIM-588694,Pembrolizumab,3002.13,IV Infusion,Brazil,China,Feb-24,14156.1,167.65,"2,373,270.17",Re-export,Courier,Santos,Shenzhen,FOB,Dr. Reddy's,Under Review,EXIM_MOCK_v1
157,EXIM-194813,Pembrolizumab,3002.13,IV Infusion,UK,South Korea,Feb-24,8062.1,1157.74,"9,333,815.65",Re-export,Sea,Felixstowe,Incheon,DDP,Hikma,Released with Bond,EXIM_MOCK_v1
158,EXIM-845702,Pembrolizumab,3002.13,IV Infusion,Germany,Switzerland,Nov-24,4598,847.12,"3,895,057.76",Re-export,Courier,Hamburg,Geneva,FOB,Teva,Under Review,EXIM_MOCK_v1
159,EXIM-199326,Pembrolizumab,3002.13,IV Infusion,China,Japan,Jul-24,7726.2,814.23,"6,290,903.83",Re-export,Road,Shenzhen,Tokyo Narita,CIF,Sandoz,Cleared,EXIM_MOCK_v1
160,EXIM-819622,Pembrolizumab,3002.13,IV Infusion,South Korea,USA,Jan-25,11917.5,150.14,"1,789,293.45",Re-export,Air,Busan,New York JFK,CIF,Aurobindo,Under Review,EXIM_MOCK_v1
161,EXIM-196446,Pembrolizumab,3002.13,IV Infusion,France,Italy,Feb-24,8755.7,314.29,"2,751,828.95",Re-export,Air,Marseille,Milan Malpensa,FOB,Aurobindo,Cleared,EXIM_MOCK_v1
162,EXIM-620226,Pembrolizumab,3002.13,IV Infusion,Mexico,Switzerland,Feb-25,12142.9,151.42,"1,838,677.92",Re-export,Rail,Veracruz,Zurich,FOB,Torrent,Under Review,EXIM_MOCK_v1
163,EXIM-743937,Pembrolizumab,3002.13,IV Infusion,India,South Korea,Nov-24,6428.6,427.96,"2,751,183.66",Export,Sea,JNPT Mumbai,Incheon,EXW,Hikma,Released with Bond,EXIM_MOCK_v1
164,EXIM-243902,Pembrolizumab,3002.13,IV Infusion,Australia,France,Apr-24,9726.8,601.18,"5,847,557.62",Re-export,Courier,Melbourne,Marseille,DDP,Dr. Reddy's,Cleared,EXIM_MOCK_v1
165,EXIM-460745,Pembrolizumab,3002.13,IV Infusion,Japan,China,Nov-24,13275.6,633.35,"8,408,101.26",Re-export,Courier,Osaka Kobe,Shenzhen,FOB,Teva,Cleared,EXIM_MOCK_v1
166,EXIM-947935,Pembrolizumab,3002.13,IV Infusion,Mexico,Australia,Sep-24,4858,328.17,"1,594,249.86",Re-export,Air,Veracruz,Sydney,EXW,Sun Pharma,Under Review,EXIM_MOCK_v1
167,EXIM-659614,Pembrolizumab,3002.13,IV Infusion,South Korea,Australia,Jun-24,11514.3,1199.53,"13,811,748.28",Re-export,Sea,Incheon,Melbourne,FOB,Hetero,Under Review,EXIM_MOCK_v1
168,EXIM-348041,Pembrolizumab,3002.13,IV Infusion,Switzerland,Netherlands,Mar-25,11069,918.04,"10,161,784.76",Re-export,Sea,Geneva,Rotterdam,DAP,Teva,Cleared,EXIM_MOCK_v1
169,EXIM-977340,Pembrolizumab,3002.13,IV Infusion,Australia,UK,Jan-25,11084.7,433.75,"4,807,988.62",Re-export,Courier,Sydney,Heathrow,FOB,Torrent,Released with Bond,EXIM_MOCK_v1
170,EXIM-652021,Pembrolizumab,3002.13,IV Infusion,Netherlands,South Korea,Sep-24,4670.3,591.07,"2,760,474.22",Re-export,Air,Rotterdam,Incheon,FOB,Torrent,Under Review,EXIM_MOCK_v1
171,EXIM-254887,Ozempic/Semaglutide,3002.13,SC Injection,India,Japan,Mar-25,9231.3,968.7,"8,942,360.31",Export,Road,JNPT Mumbai,Tokyo Narita,CPT,Teva,Under Review,EXIM_MOCK_v1
172,EXIM-452909,Ozempic/Semaglutide,3002.13,SC Injection,Australia,Netherlands,Mar-25,2167.7,137.55,"298,167.14",Re-export,Courier,Melbourne,Rotterdam,EXW,Teva,Cleared,EXIM_MOCK_v1
173,EXIM-841535,Ozempic/Semaglutide,3002.13,SC Injection,Brazil,Japan,Mar-24,14639.1,880.16,"12,884,750.26",Re-export,Rail,Sao Paulo GRU,Tokyo Narita,CPT,Hetero,Cleared,EXIM_MOCK_v1
174,EXIM-233534,Ozempic/Semaglutide,3002.13,SC Injection,Canada,Netherlands,Mar-25,13936.2,945.46,"13,176,119.65",Re-export,Sea,Vancouver,Amsterdam Schiphol,CPT,Sandoz,Under Review,EXIM_MOCK_v1
175,EXIM-770718,Ozempic/Semaglutide,3002.13,SC Injection,Germany,Netherlands,Jan-24,14234.4,1138.69,"16,208,568.94",Re-export,Rail,Frankfurt Air,Rotterdam,DAP,Cipla,Cleared,EXIM_MOCK_v1
176,EXIM-193035,Ozempic/Semaglutide,3002.13,SC Injection,Australia,USA,Mar-25,7468,400.75,"2,992,801.00",Re-export,Air,Sydney,Houston,CIF,Teva,Released with Bond,EXIM_MOCK_v1
177,EXIM-467506,Ozempic/Semaglutide,3002.13,SC Injection,Switzerland,Italy,Nov-24,9604.6,1064.55,"10,224,576.93",Re-export,Rail,Geneva,Milan Malpensa,FOB,Aurobindo,Released with Bond,EXIM_MOCK_v1
178,EXIM-497108,Ozempic/Semaglutide,3002.13,SC Injection,Brazil,Switzerland,Feb-24,10820.2,62.54,"676,695.31",Re-export,Rail,Sao Paulo GRU,Zurich,CPT,Cipla,Cleared,EXIM_MOCK_v1
179,EXIM-938016,Ozempic/Semaglutide,3002.13,SC Injection,UK,Australia,Jul-24,1566.4,577.99,"905,363.54",Re-export,Courier,Felixstowe,Sydney,CPT,Cipla,Under Review,EXIM_MOCK_v1
180,EXIM-867541,Ozempic/Semaglutide,3002.13,SC Injection,Switzerland,India,May-24,350.2,317.05,"111,030.91",Import,Air,Zurich,JNPT Mumbai,FOB,Cipla,Released with Bond,EXIM_MOCK_v1
181,EXIM-736818,Ozempic/Semaglutide,3002.13,SC Injection,USA,Australia,Mar-25,14671.7,408.85,"5,998,524.55",Re-export,Courier,Houston,Sydney,DDP,Sandoz,Cleared,EXIM_MOCK_v1
182,EXIM-349087,Ozempic/Semaglutide,3002.13,SC Injection,Mexico,Japan,Mar-24,850.7,400.66,"340,841.46",Re-export,Sea,Veracruz,Osaka Kobe,DDP,Hetero,Released with Bond,EXIM_MOCK_v1
183,EXIM-408857,Ozempic/Semaglutide,3002.13,SC Injection,USA,India,Jul-24,8598,1008.63,"8,672,200.74",Import,Sea,New York JFK,JNPT Mumbai,FOB,Sun Pharma,Released with Bond,EXIM_MOCK_v1
184,EXIM-596574,Ozempic/Semaglutide,3002.13,SC Injection,Switzerland,France,Nov-24,9023.2,243.61,"2,198,141.75",Re-export,Air,Zurich,CDG Paris,CIF,Hetero,Under Review,EXIM_MOCK_v1
185,EXIM-487345,Ozempic/Semaglutide,3002.13,SC Injection,Switzerland,USA,May-24,11783.9,567.78,"6,690,662.74",Re-export,Road,Zurich,New York JFK,FOB,Cipla,Cleared,EXIM_MOCK_v1
186,EXIM-800596,Dupilumab,3002.13,SC Injection,South Korea,India,May-24,6624.1,319.76,"2,118,122.22",Import,Road,Incheon,JNPT Mumbai,DAP,Cipla,Cleared,EXIM_MOCK_v1
187,EXIM-700534,Dupilumab,3002.13,SC Injection,UK,Switzerland,Sep-24,6239.1,908.97,"5,671,154.73",Re-export,Sea,Felixstowe,Zurich,DAP,Sandoz,Cleared,EXIM_MOCK_v1
188,EXIM-275284,Dupilumab,3002.13,SC Injection,Mexico,China,Aug-24,4517.8,476.79,"2,154,041.86",Re-export,Air,Veracruz,Shanghai,DAP,Dr. Reddy's,Under Review,EXIM_MOCK_v1
189,EXIM-862422,Dupilumab,3002.13,SC Injection,China,Switzerland,Apr-24,1936.5,510.93,"989,415.95",Re-export,Rail,Shenzhen,Zurich,CIF,Torrent,Under Review,EXIM_MOCK_v1
190,EXIM-924758,Dupilumab,3002.13,SC Injection,Mexico,Netherlands,Feb-24,1351.1,669.86,"905,047.85",Re-export,Courier,Veracruz,Rotterdam,EXW,Lupin,Released with Bond,EXIM_MOCK_v1
191,EXIM-690016,Dupilumab,3002.13,SC Injection,Italy,Australia,Oct-24,7862.3,506.41,"3,981,547.34",Re-export,Rail,Milan Malpensa,Sydney,CIF,Torrent,Under Review,EXIM_MOCK_v1
192,EXIM-738543,Dupilumab,3002.13,SC Injection,Netherlands,USA,Jan-25,4327.1,645.08,"2,791,325.67",Re-export,Road,Amsterdam Schiphol,Houston,DDP,Sandoz,Released with Bond,EXIM_MOCK_v1
193,EXIM-824056,Dupilumab,3002.13,SC Injection,South Korea,India,Mar-24,4167.4,176.9,"737,213.06",Import,Courier,Busan,Chennai Sea,CPT,Sun Pharma,Cleared,EXIM_MOCK_v1
194,EXIM-983788,Dupilumab,3002.13,SC Injection,China,India,Dec-24,7154.5,325.96,"2,332,080.82",Import,Road,Shenzhen,Chennai Sea,FOB,Mylan,Released with Bond,EXIM_MOCK_v1
195,EXIM-864201,Dupilumab,3002.13,SC Injection,South Korea,Mexico,Dec-24,10288.5,1167.13,"12,008,017.01",Re-export,Sea,Busan,Veracruz,CIF,Hikma,Released with Bond,EXIM_MOCK_v1
196,EXIM-640299,Lecanemab,3002.13,IV Infusion,Australia,Italy,Feb-24,2859.6,257.61,"736,661.56",Re-export,Rail,Melbourne,Milan Malpensa,CPT,Lupin,Cleared,EXIM_MOCK_v1
197,EXIM-977633,Lecanemab,3002.13,IV Infusion,Netherlands,Germany,Feb-24,4701.3,610.62,"2,870,707.81",Re-export,Sea,Rotterdam,Hamburg,DAP,Cipla,Cleared,EXIM_MOCK_v1
198,EXIM-766275,Lecanemab,3002.13,IV Infusion,India,Brazil,Jan-24,6873.9,1102.05,"7,575,381.49",Export,Sea,Delhi Air,Sao Paulo GRU,EXW,Hikma,Released with Bond,EXIM_MOCK_v1
199,EXIM-271456,Lecanemab,3002.13,IV Infusion,Mexico,USA,Nov-24,506.9,450.1,"228,155.69",Re-export,Courier,Veracruz,New York JFK,DDP,Hikma,Under Review,EXIM_MOCK_v1
200,EXIM-778827,Lecanemab,3002.13,IV Infusion,Switzerland,Brazil,Dec-24,12471.5,113.02,"1,409,528.93",Re-export,Air,Geneva,Santos,DDP,Cipla,Cleared,EXIM_MOCK_v1
201,EXIM-730343,Lecanemab,3002.13,IV Infusion,China,Italy,Apr-24,4072.8,494.36,"2,013,429.41",Re-export,Air,Shanghai,Milan Malpensa,CPT,Hikma,Cleared,EXIM_MOCK_v1
202,EXIM-581294,Lecanemab,3002.13,IV Infusion,Netherlands,India,Apr-24,3823.2,967.08,"3,697,340.26",Import,Road,Amsterdam Schiphol,Chennai Sea,CPT,Sandoz,Released with Bond,EXIM_MOCK_v1
203,EXIM-412974,Lecanemab,3002.13,IV Infusion,Brazil,China,Aug-24,4567.1,627.16,"2,864,302.44",Re-export,Courier,Sao Paulo GRU,Shenzhen,DDP,Sun Pharma,Cleared,EXIM_MOCK_v1
204,EXIM-257212,Lecanemab,3002.13,IV Infusion,France,USA,Aug-24,1004.4,1186.09,"1,191,308.80",Re-export,Road,Marseille,Los Angeles,EXW,Hetero,Released with Bond,EXIM_MOCK_v1
205,EXIM-787237,Lecanemab,3002.13,IV Infusion,Canada,Switzerland,Apr-24,13500.3,967.49,"13,061,405.25",Re-export,Courier,Toronto Pearson,Geneva,DDP,Hetero,Released with Bond,EXIM_MOCK_v1
206,EXIM-804505,Lecanemab,3002.13,IV Infusion,South Korea,Brazil,May-24,13608.3,488.5,"6,647,654.55",Re-export,Air,Incheon,Sao Paulo GRU,DAP,Teva,Under Review,EXIM_MOCK_v1
207,EXIM-876909,Lecanemab,3002.13,IV Infusion,UK,Australia,May-24,12689,1009.56,"12,810,306.84",Re-export,Courier,Felixstowe,Sydney,CIF,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
208,EXIM-880360,Lecanemab,3002.13,IV Infusion,Brazil,Netherlands,Jan-25,8407.5,1095.59,"9,211,172.92",Re-export,Road,Sao Paulo GRU,Rotterdam,CPT,Aurobindo,Cleared,EXIM_MOCK_v1
209,EXIM-156284,Lecanemab,3002.13,IV Infusion,Switzerland,Brazil,Jul-24,11832,400.92,"4,743,685.44",Re-export,Road,Geneva,Sao Paulo GRU,DAP,Hikma,Released with Bond,EXIM_MOCK_v1
210,EXIM-156688,Risdiplam,3004.90,Oral Solution,Australia,France,Oct-24,1114.7,1067.86,"1,190,343.54",Re-export,Courier,Melbourne,Marseille,FOB,Lupin,Cleared,EXIM_MOCK_v1
211,EXIM-916779,Risdiplam,3004.90,Oral Solution,Switzerland,Mexico,Mar-24,2103.6,244.35,"514,014.66",Re-export,Rail,Zurich,Mexico City,DAP,Cipla,Cleared,EXIM_MOCK_v1
212,EXIM-704272,Risdiplam,3004.90,Oral Solution,USA,Canada,Jun-24,9483.9,216.3,"2,051,367.57",Re-export,Air,Los Angeles,Toronto Pearson,FOB,Mylan,Cleared,EXIM_MOCK_v1
213,EXIM-549865,Risdiplam,3004.90,Oral Solution,Netherlands,Germany,Aug-24,11788.9,936.8,"11,043,841.52",Re-export,Sea,Amsterdam Schiphol,Frankfurt Air,DAP,Hetero,Cleared,EXIM_MOCK_v1
214,EXIM-809621,Risdiplam,3004.90,Oral Solution,South Korea,Japan,Jan-24,614,243.3,"149,386.20",Re-export,Road,Incheon,Tokyo Narita,FOB,Lupin,Released with Bond,EXIM_MOCK_v1
215,EXIM-275133,Risdiplam,3004.90,Oral Solution,India,Italy,Dec-24,3769.9,833.76,"3,143,191.82",Export,Road,Chennai Sea,Genoa,EXW,Dr. Reddy's,Under Review,EXIM_MOCK_v1
216,EXIM-459381,Risdiplam,3004.90,Oral Solution,USA,Mexico,Jan-24,4508.1,352.54,"1,589,285.57",Re-export,Courier,Houston,Mexico City,DAP,Sandoz,Released with Bond,EXIM_MOCK_v1
217,EXIM-869735,Risdiplam,3004.90,Oral Solution,Mexico,South Korea,Jun-24,11264.2,202.04,"2,275,818.97",Re-export,Rail,Mexico City,Incheon,FOB,Aurobindo,Under Review,EXIM_MOCK_v1
218,EXIM-722774,Risdiplam,3004.90,Oral Solution,India,France,Sep-24,2576.3,443.08,"1,141,507.00",Export,Air,Delhi Air,CDG Paris,DDP,Lupin,Released with Bond,EXIM_MOCK_v1
219,EXIM-597440,Risdiplam,3004.90,Oral Solution,India,Italy,Feb-24,9820.8,28.59,"280,776.67",Export,Air,JNPT Mumbai,Genoa,DDP,Sandoz,Cleared,EXIM_MOCK_v1
220,EXIM-539170,Risdiplam,3004.90,Oral Solution,Italy,Germany,Apr-24,10443.1,758.22,"7,918,167.28",Re-export,Road,Genoa,Hamburg,DDP,Hetero,Cleared,EXIM_MOCK_v1
221,EXIM-971889,Risdiplam,3004.90,Oral Solution,Switzerland,USA,Sep-24,10795.6,145.69,"1,572,810.96",Re-export,Air,Geneva,New York JFK,FOB,Aurobindo,Cleared,EXIM_MOCK_v1
222,EXIM-345896,Risdiplam,3004.90,Oral Solution,Canada,China,Jun-24,10566.4,357.94,"3,782,137.22",Re-export,Air,Vancouver,Shenzhen,DAP,Aurobindo,Cleared,EXIM_MOCK_v1
223,EXIM-178693,Risdiplam,3004.90,Oral Solution,India,USA,Nov-24,1380.6,136.96,"189,086.98",Export,Courier,JNPT Mumbai,Houston,CPT,Cipla,Cleared,EXIM_MOCK_v1
224,EXIM-952679,Risdiplam,3004.90,Oral Solution,Italy,Netherlands,Feb-24,13576.5,774.98,"10,521,515.97",Re-export,Rail,Milan Malpensa,Rotterdam,EXW,Hikma,Released with Bond,EXIM_MOCK_v1
225,EXIM-993385,Risdiplam,3004.90,Oral Solution,Germany,Mexico,Jan-24,12791.1,435.46,"5,570,012.41",Re-export,Road,Hamburg,Mexico City,DDP,Dr. Reddy's,Cleared,EXIM_MOCK_v1
226,EXIM-291752,Risdiplam,3004.90,Oral Solution,Germany,Italy,Nov-24,2599.2,432.25,"1,123,504.20",Re-export,Rail,Frankfurt Air,Genoa,DAP,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
227,EXIM-218548,Risdiplam,3004.90,Oral Solution,USA,South Korea,Jul-24,14436.5,329.84,"4,761,735.16",Re-export,Rail,Houston,Incheon,CPT,Sandoz,Cleared,EXIM_MOCK_v1
228,EXIM-741018,Tezepelumab,3002.13,SC Injection,Italy,Netherlands,Jan-24,14724.5,1014,"14,930,643.00",Re-export,Air,Genoa,Rotterdam,DDP,Torrent,Cleared,EXIM_MOCK_v1
229,EXIM-148205,Tezepelumab,3002.13,SC Injection,Japan,Switzerland,Jun-24,9189.8,1035.78,"9,518,611.04",Re-export,Sea,Osaka Kobe,Zurich,DDP,Dr. Reddy's,Cleared,EXIM_MOCK_v1
230,EXIM-553873,Tezepelumab,3002.13,SC Injection,USA,UK,Nov-24,4747.9,846.96,"4,021,281.38",Re-export,Courier,New York JFK,Heathrow,CPT,Hetero,Under Review,EXIM_MOCK_v1
231,EXIM-993251,Tezepelumab,3002.13,SC Injection,France,Netherlands,Apr-24,7254.8,798.13,"5,790,273.52",Re-export,Rail,CDG Paris,Amsterdam Schiphol,CIF,Sun Pharma,Cleared,EXIM_MOCK_v1
232,EXIM-522866,Tezepelumab,3002.13,SC Injection,South Korea,Mexico,Mar-24,1169.2,592.52,"692,774.38",Re-export,Sea,Incheon,Veracruz,EXW,Sun Pharma,Released with Bond,EXIM_MOCK_v1
233,EXIM-621533,Tezepelumab,3002.13,SC Injection,Switzerland,China,Feb-24,6913.5,962.51,"6,654,312.88",Re-export,Rail,Zurich,Shanghai,FOB,Hikma,Cleared,EXIM_MOCK_v1
234,EXIM-786393,Tezepelumab,3002.13,SC Injection,Italy,France,Jan-24,1584.5,497.74,"788,669.03",Re-export,Courier,Genoa,CDG Paris,DAP,Dr. Reddy's,Cleared,EXIM_MOCK_v1
235,EXIM-850689,Tezepelumab,3002.13,SC Injection,France,South Korea,Jun-24,5482,69.86,"382,972.52",Re-export,Sea,Marseille,Busan,DDP,Lupin,Released with Bond,EXIM_MOCK_v1
236,EXIM-211486,Tezepelumab,3002.13,SC Injection,South Korea,USA,Feb-24,11401.8,269.99,"3,078,371.98",Re-export,Road,Busan,Houston,EXW,Lupin,Released with Bond,EXIM_MOCK_v1
237,EXIM-226611,Tezepelumab,3002.13,SC Injection,India,China,Aug-24,2149.7,861.64,"1,852,267.51",Export,Rail,JNPT Mumbai,Shanghai,FOB,Torrent,Released with Bond,EXIM_MOCK_v1
238,EXIM-579605,Faricimab,3004.90,Intravitreal,China,Canada,Feb-25,11732.2,861.56,"10,107,994.23",Re-export,Air,Shanghai,Vancouver,DDP,Hetero,Cleared,EXIM_MOCK_v1
239,EXIM-633025,Faricimab,3004.90,Intravitreal,France,Australia,Sep-24,2062.8,601.1,"1,239,949.08",Re-export,Courier,Marseille,Melbourne,CPT,Lupin,Cleared,EXIM_MOCK_v1
240,EXIM-539001,Faricimab,3004.90,Intravitreal,Netherlands,Germany,Dec-24,8699.4,877.94,"7,637,551.24",Re-export,Sea,Amsterdam Schiphol,Frankfurt Air,FOB,Hetero,Cleared,EXIM_MOCK_v1
241,EXIM-731792,Faricimab,3004.90,Intravitreal,Australia,Netherlands,Jan-25,3761.2,480.45,"1,807,068.54",Re-export,Road,Sydney,Amsterdam Schiphol,EXW,Cipla,Cleared,EXIM_MOCK_v1
242,EXIM-819964,Faricimab,3004.90,Intravitreal,Italy,Netherlands,Sep-24,4518.8,843.29,"3,810,658.85",Re-export,Road,Milan Malpensa,Amsterdam Schiphol,CPT,Aurobindo,Under Review,EXIM_MOCK_v1
243,EXIM-711116,Faricimab,3004.90,Intravitreal,UK,Italy,Mar-24,14721,781.85,"11,509,613.85",Re-export,Sea,Felixstowe,Genoa,DAP,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
244,EXIM-499371,Faricimab,3004.90,Intravitreal,Australia,Italy,Dec-24,6291.3,898.7,"5,653,991.31",Re-export,Courier,Sydney,Milan Malpensa,EXW,Sun Pharma,Cleared,EXIM_MOCK_v1
245,EXIM-922458,Faricimab,3004.90,Intravitreal,Germany,India,Nov-24,896.2,324.04,"290,404.65",Import,Sea,Hamburg,Delhi Air,EXW,Cipla,Released with Bond,EXIM_MOCK_v1
246,EXIM-635740,Faricimab,3004.90,Intravitreal,Brazil,China,Jan-25,8140.5,433.63,"3,529,965.02",Re-export,Rail,Sao Paulo GRU,Shanghai,FOB,Hetero,Under Review,EXIM_MOCK_v1
247,EXIM-113595,Faricimab,3004.90,Intravitreal,Netherlands,Switzerland,Jan-25,10457.1,833.06,"8,711,391.73",Re-export,Air,Amsterdam Schiphol,Geneva,DDP,Sandoz,Cleared,EXIM_MOCK_v1
248,EXIM-408467,Faricimab,3004.90,Intravitreal,Italy,Brazil,Apr-24,9327.4,938.21,"8,751,059.95",Re-export,Rail,Milan Malpensa,Santos,CIF,Torrent,Released with Bond,EXIM_MOCK_v1
